,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
52,0,1,1,0,18,1,2,0,2,0,0,2,2,0,0,1,1,1009,1275,0
4563,0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,0,1205,6135,1
1589,0,1,0,0,67,1,0,0,0,2,2,0,2,0,0,1,2,931,4181,0
1479,0,0,0,0,39,0,1,0,0,0,2,0,2,2,1,1,2,661,1903,0
5432,0,0,0,0,12,1,0,0,0,0,2,2,2,2,0,0,2,1139,1057,1
3145,0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,0,1144,2890,1
4629,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,319,2416,0
3094,0,0,0,0,33,1,0,0,0,2,0,0,2,0,1,1,1,821,1858,0
3534,0,0,0,1,41,1,0,1,2,2,0,2,2,2,1,1,0,98,4075,1
4309,0,0,0,0,15,0,1,0,0,0,2,0,2,2,0,1,2,692,145,0
3630,0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,0,352,6211,1
6818,0,0,0,0,23,1,0,0,2,2,0,2,0,2,2,0,3,1041,1751,0
4692,0,0,1,1,8,1,0,1,2,0,2,0,2,2,0,0,0,14,946,0
1588,0,1,0,0,46,1,2,1,0,2,0,2,2,2,1,1,2,130,4463,0
4591,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,2,357,1855,0
2780,0,0,0,0,18,1,0,0,2,2,2,2,2,0,1,0,3,1097,1434,1
1590,0,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,2,320,481,0
1238,0,1,0,0,8,1,2,1,0,0,0,0,2,2,0,1,2,1515,952,1
2342,0,0,0,0,24,1,2,1,2,0,0,2,2,2,0,0,0,122,2797,0
5095,0,0,0,0,51,1,0,0,0,0,0,0,0,0,1,0,0,610,2116,0
4210,0,1,1,1,58,1,2,0,0,0,2,0,2,0,1,1,2,936,3389,0
6014,0,0,0,0,50,1,0,1,0,0,2,0,2,2,1,1,1,1474,4282,0
1497,0,0,1,1,47,1,0,1,2,2,0,0,0,0,0,1,0,1187,3438,0
3429,0,0,1,1,49,1,0,2,1,1,1,1,1,1,1,0,0,324,16,0
5683,0,0,0,0,33,0,1,0,0,0,2,0,2,2,0,1,2,695,1641,1
6304,0,0,0,0,72,1,0,1,0,0,0,0,2,0,0,1,0,1158,5599,1
2015,0,0,1,1,21,1,2,0,0,0,0,0,0,0,0,0,3,678,751,0
5697,0,0,1,0,68,1,2,1,0,2,2,2,2,2,1,1,2,178,5856,1
941,0,0,0,1,5,0,1,0,0,2,0,0,0,0,0,0,2,451,3271,0
801,0,0,0,0,2,1,2,1,0,0,0,2,2,2,0,1,2,1556,112,1
3336,0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,3,339,153,0
6597,0,0,0,0,67,1,0,0,0,0,0,2,2,2,0,1,1,1034,3829,1
256,0,0,1,1,58,1,2,1,2,2,2,2,2,2,2,0,1,266,5524,0
6907,0,0,0,0,36,1,0,1,0,0,0,0,0,0,0,0,0,1024,2474,1
3199,0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,406,1377,0
2235,0,0,1,1,36,1,2,0,2,2,2,0,2,0,1,1,1,1171,2796,0
1767,0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,1,267,6049,0
5947,0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,1,3,386,5727,1
5670,0,0,1,1,9,1,2,2,1,1,1,1,1,1,0,0,3,378,3488,1
112,0,0,0,0,38,1,0,1,0,2,2,0,2,0,0,1,2,1430,3380,0
2311,0,1,1,1,43,1,0,1,2,0,2,2,2,2,0,1,2,84,4286,0
3441,0,0,1,1,28,1,0,0,2,2,2,0,0,0,1,1,3,863,1674,0
6689,0,0,1,1,64,1,2,1,0,2,2,2,2,2,1,1,1,226,5708,0
6475,0,0,0,1,11,1,2,0,2,2,0,2,2,0,0,1,3,1129,679,0
56,0,0,1,1,60,1,2,1,2,0,0,0,2,2,1,1,1,1578,5104,0
1309,0,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,2,1303,992,1
695,0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,346,1619,0
5125,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,1472,152,1
276,0,0,1,0,48,1,2,1,0,2,2,0,2,2,0,1,2,95,4658,1
6194,0,0,1,1,65,1,2,1,0,2,0,2,0,0,1,1,0,1272,4737,0
6632,0,0,1,0,28,1,2,0,2,2,0,2,0,0,0,0,2,893,1911,1
4011,0,0,1,1,16,1,0,2,1,1,1,1,1,1,2,1,3,326,3837,0
2767,0,0,0,1,41,1,2,1,0,0,2,2,0,0,0,1,0,1295,3384,0
5532,0,0,0,0,25,1,0,2,1,1,1,1,1,1,2,0,1,351,5434,0
5674,0,0,1,1,61,0,1,0,0,2,2,2,0,2,2,0,2,677,2795,0
1346,0,0,1,1,6,1,2,1,0,0,2,0,0,2,0,1,2,1344,471,1
2784,0,0,0,1,34,1,0,1,0,0,2,2,2,2,0,1,0,1548,3388,1
4323,0,0,0,0,26,1,2,1,0,0,0,0,2,0,1,0,2,1280,2411,1
4906,0,0,1,1,70,1,2,1,2,2,0,0,2,0,2,1,0,1510,5479,0
3119,0,1,1,0,26,1,2,1,0,0,0,0,2,0,0,1,1,1318,2277,1
6953,0,1,0,0,5,1,2,1,0,0,0,0,0,2,0,1,2,1244,242,1
4989,0,0,0,1,67,0,1,0,2,0,0,0,0,0,0,0,3,445,1638,0
6893,0,0,1,1,56,1,0,0,2,2,0,0,0,0,0,0,1,781,3152,1
2819,0,0,0,0,34,1,0,0,2,2,0,0,0,0,0,0,2,767,1827,0
6021,0,0,1,1,5,1,0,2,1,1,1,1,1,1,0,1,3,342,2193,0
5862,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,1029,309,0
5790,0,0,1,1,35,0,1,0,0,2,0,0,2,2,0,1,2,697,1670,0
81,0,0,1,1,3,0,1,0,2,0,0,0,2,2,0,0,2,691,4676,0
1972,0,0,1,1,16,1,2,1,0,0,0,0,0,2,0,0,2,1311,1440,0
3536,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,1187,5963,0
5296,0,0,0,0,53,0,1,0,2,0,2,2,0,0,1,1,1,563,1892,0
3908,0,1,1,0,57,1,2,1,2,2,2,2,2,2,2,1,0,277,5466,0
4336,0,1,0,0,70,1,2,1,2,2,0,2,2,2,2,1,0,190,5888,0
6938,0,0,1,1,64,1,2,0,0,0,2,2,0,2,2,1,0,1017,3918,0
1251,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,1127,5777,1
4898,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,2,401,4784,1
3070,0,0,0,0,56,0,1,0,2,2,0,2,0,2,0,0,1,699,2668,0
5302,0,0,1,1,2,1,0,0,0,2,0,2,0,2,0,1,2,942,5025,0
6879,0,0,1,0,14,1,0,1,0,0,0,2,2,0,0,1,2,1320,1373,0
6599,0,0,1,0,5,1,2,1,0,2,2,0,2,0,0,0,2,1474,393,1
3375,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,331,705,0
665,0,0,0,0,23,1,0,1,0,0,2,0,0,0,0,1,3,1106,2016,0
1017,0,0,0,0,61,1,2,2,1,1,1,1,1,1,1,1,0,384,1061,0
6127,0,0,1,0,52,1,2,1,2,2,2,0,2,2,1,0,0,184,4988,0
6778,0,0,0,1,70,1,0,2,1,1,1,1,1,1,2,1,3,328,1017,0
1207,0,0,0,1,72,1,0,0,0,0,0,2,2,2,0,1,1,1007,4713,0
4003,0,0,0,0,32,1,0,2,1,1,1,1,1,1,2,0,3,339,5740,0
3718,0,0,1,0,53,1,2,1,2,0,0,0,2,2,0,1,2,1578,4555,0
6030,0,0,0,0,38,0,1,0,0,0,2,0,2,2,0,1,0,661,1701,1
3211,0,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,1,334,2925,0
5246,0,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,1199,1113,1
3761,0,0,1,0,70,1,2,0,2,2,2,0,2,2,2,1,1,1254,4855,0
1140,0,0,0,1,5,1,2,0,2,2,2,2,2,2,2,0,1,1376,304,0
4991,0,0,0,0,54,1,0,1,2,2,2,0,2,2,1,1,2,123,5016,1
6745,0,0,0,0,50,1,2,1,0,0,0,2,2,2,0,1,2,2,4523,1
6693,0,0,0,0,18,0,1,0,0,0,2,0,2,2,0,1,2,647,536,0
4509,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,2,1285,6172,1
1784,0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,340,5866,1
5865,0,0,1,0,23,1,0,2,1,1,1,1,1,1,0,0,3,350,5621,0
5375,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,696,4235,1
4379,0,0,1,0,65,1,2,1,0,0,2,0,2,0,2,1,0,1396,4895,0
1134,0,0,1,1,19,1,0,1,2,2,0,0,0,0,0,0,2,1243,1695,0
908,0,0,0,1,71,1,0,2,1,1,1,1,1,1,0,0,3,332,1199,0
4638,0,0,0,0,12,1,2,1,0,0,0,0,0,0,0,1,2,1122,1144,1
1303,0,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,0,327,723,0
6570,0,0,0,0,34,0,1,0,2,0,0,0,0,0,0,1,3,433,197,0
1522,0,0,0,0,22,1,0,0,2,2,2,0,0,2,0,1,0,996,1574,1
299,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,3,1083,5668,1
1556,0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,1431,6347,1
1003,0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,3,330,5927,0
4856,0,0,1,1,25,1,2,1,0,2,0,0,0,2,0,1,2,1420,2589,1
5106,0,0,0,0,48,1,0,0,0,0,2,0,0,2,0,1,2,836,2644,0
4861,0,1,1,0,43,1,0,0,0,2,0,0,0,2,1,1,0,827,2413,0
761,0,0,0,0,15,1,0,1,0,0,0,0,2,2,0,0,2,1382,1506,1
3686,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,3,1111,6528,1
5164,0,0,0,0,67,1,2,0,2,0,0,0,0,0,0,1,2,736,3455,0
5769,0,0,1,1,69,1,2,1,2,2,2,0,2,2,2,1,0,169,5852,0
1402,0,0,0,1,10,0,1,0,0,0,0,0,0,2,0,1,2,493,4591,1
6046,0,0,0,0,72,1,0,1,0,0,2,0,0,2,0,1,1,1305,5925,0
5583,0,1,1,0,19,1,0,1,0,2,0,0,0,2,0,0,2,1298,1783,1
6329,0,0,0,0,41,1,0,1,0,2,2,2,2,2,2,1,0,82,4155,0
5607,0,1,0,0,35,0,1,0,2,2,0,0,2,2,0,1,2,779,1739,1
3949,0,0,0,1,10,1,2,0,2,0,0,0,0,0,0,0,3,809,6517,0
4908,0,1,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,117,2739,1
2685,0,0,1,0,70,1,2,1,2,2,2,0,2,0,2,0,0,13,5687,0
7012,0,0,1,0,59,1,2,0,2,2,0,2,2,2,2,1,2,1298,4330,0
58,0,0,1,1,28,1,2,2,1,1,1,1,1,1,2,0,1,395,6314,0
76,0,0,0,0,41,1,0,0,0,0,0,0,0,2,1,0,1,776,2339,0
785,0,1,0,0,41,1,2,1,2,2,2,0,2,2,1,1,2,188,4121,1
4046,0,0,0,0,39,1,2,0,0,0,0,0,0,0,0,1,3,683,1757,0
6855,0,0,0,0,37,1,0,0,2,2,0,2,0,2,1,1,3,976,2490,0
3106,0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,321,50,0
123,0,0,1,1,67,1,0,0,2,0,0,0,0,0,0,0,3,694,3039,0
2217,0,0,1,1,63,1,2,0,2,2,2,2,2,2,2,0,1,1395,4882,0
5176,0,0,0,1,19,0,1,0,2,0,0,2,0,2,0,0,3,625,280,0
3838,0,0,0,0,19,1,2,1,0,0,2,0,2,2,0,1,0,10,2248,0
6871,0,0,1,0,48,1,2,1,0,2,2,0,2,0,0,0,0,1484,4255,0
6044,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,1,2,1143,6311,0
2172,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,588,3661,0
1850,0,1,1,0,42,1,2,0,2,2,2,0,0,0,0,1,1,972,2832,0
6590,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1036,5518,1
1257,0,1,0,0,40,0,1,0,0,0,0,0,0,2,1,0,2,481,1051,0
2495,0,0,1,0,32,1,0,2,1,1,1,1,1,1,1,1,1,338,6080,0
3501,0,0,1,1,55,1,2,0,2,0,2,2,2,0,2,1,3,1140,3843,0
442,0,0,1,0,50,1,2,1,2,2,2,2,2,2,1,1,3,258,4944,0
5395,0,0,0,0,45,1,0,1,0,0,0,0,2,0,0,1,1,1224,3331,1
1399,0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,324,2543,0
2973,0,0,1,1,59,1,0,1,0,2,2,0,2,2,0,1,2,3,5078,1
2884,0,1,1,1,70,1,2,0,2,2,2,2,2,2,2,1,0,1400,5326,0
4322,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,1,2,1022,420,0
6707,0,1,1,0,70,1,2,2,1,1,1,1,1,1,2,1,1,410,1538,0
3459,0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,3,398,5958,0
3733,0,0,0,1,18,0,1,0,2,0,0,2,0,0,2,0,0,494,6189,0
3275,0,0,1,0,6,1,0,2,1,1,1,1,1,1,2,0,3,341,2523,0
5396,0,0,0,1,29,1,0,2,1,1,1,1,1,1,1,1,1,335,5179,0
3699,0,0,1,0,24,1,0,0,0,2,2,2,0,2,1,0,0,1024,1820,0
929,0,0,1,1,24,1,0,1,0,0,2,0,0,2,1,0,2,1328,2191,0
3898,0,0,0,0,43,1,2,2,1,1,1,1,1,1,1,0,1,397,321,0
4937,0,0,0,0,30,1,0,0,2,2,2,2,2,0,1,1,3,1138,2256,0
6456,0,0,0,1,46,1,0,1,0,0,0,0,0,0,2,0,1,1026,3063,0
4668,0,0,0,1,12,1,0,0,2,0,0,0,0,2,0,1,1,871,456,0
5335,0,0,1,0,61,1,0,1,2,0,0,2,2,2,1,1,3,1529,5106,0
6892,0,0,1,1,43,1,0,1,2,0,2,0,2,2,1,1,0,1579,4210,0
3989,0,0,0,1,71,0,1,0,2,0,0,0,0,2,0,1,2,523,2868,0
3264,0,0,0,1,2,1,0,1,0,0,2,2,2,0,0,1,2,1419,6474,0
5318,0,0,1,1,26,1,0,0,2,2,2,2,0,2,2,0,3,1083,1951,0
4671,0,0,0,0,18,1,2,1,0,2,0,0,2,2,0,1,2,5,2023,1
2980,0,0,0,0,70,1,2,2,1,1,1,1,1,1,2,0,1,405,1437,0
3361,0,1,0,0,61,1,2,0,0,2,2,2,0,2,0,0,1,1104,4110,0
6480,0,0,0,1,5,1,0,0,0,0,2,2,0,0,0,0,3,732,5615,0
5403,0,0,1,1,50,1,2,0,0,2,2,2,2,2,0,1,2,1323,3851,0
6045,0,0,1,1,32,1,0,2,1,1,1,1,1,1,1,0,1,325,5842,0
4080,0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,3,418,5464,0
1064,0,0,0,0,6,1,0,0,2,0,0,2,0,0,1,0,3,777,5994,0
2894,0,0,0,0,43,1,0,0,2,0,2,2,0,0,1,1,1,854,2498,1
4467,0,0,1,0,43,1,2,0,0,0,2,2,0,2,1,1,3,1010,2974,0
6926,0,0,0,0,52,1,0,1,0,2,0,0,0,0,0,1,2,1088,3489,1
1053,0,0,0,0,45,0,1,0,0,0,2,0,0,2,0,0,2,538,1733,1
3705,0,0,1,1,66,1,2,0,2,0,0,2,0,0,2,0,1,875,3469,0
6706,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,331,1492,0
5015,0,0,0,0,28,1,2,0,0,0,0,2,2,0,0,0,3,932,1772,0
2658,0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,309,2206,0
6523,0,0,0,0,7,0,1,0,2,2,2,2,0,0,1,0,3,627,5469,0
5356,0,0,1,0,19,0,1,0,2,0,2,0,0,0,1,0,1,501,6497,0
3033,0,0,1,0,65,1,2,1,2,2,2,0,2,2,2,1,0,203,5803,0
6823,0,0,0,0,34,1,0,0,2,0,0,0,0,0,0,1,0,691,1991,0
6323,0,0,0,0,35,1,2,1,0,0,2,2,2,2,1,1,1,113,3687,0
267,0,1,0,0,11,1,0,1,2,2,0,2,2,2,0,1,3,94,1633,0
5538,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,1226,6057,1
1935,0,0,0,0,47,1,0,2,1,1,1,1,1,1,1,1,0,330,6524,0
386,0,1,1,0,51,1,2,1,0,2,2,0,0,0,0,1,2,1308,4120,1
1701,0,0,1,1,63,1,2,1,0,2,2,0,2,2,1,1,1,45,5277,1
1628,0,1,1,0,24,1,2,1,0,2,0,0,2,0,0,1,2,1398,2275,0
5483,0,0,1,0,51,1,2,1,0,0,2,0,0,0,0,1,2,1159,3784,1
2714,0,0,0,0,50,1,2,1,0,0,2,2,0,2,2,1,0,1494,4284,0
3622,0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,0,1,1416,5290,0
3189,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,329,2363,0
4515,0,0,0,0,7,1,0,1,0,2,0,0,2,0,0,1,0,1263,254,0
909,0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,2,210,6005,0
1866,0,0,1,1,61,1,2,1,2,0,0,2,2,2,1,1,0,82,5332,0
2497,0,0,1,0,34,1,0,2,1,1,1,1,1,1,0,0,3,325,6392,0
5956,0,0,0,0,25,1,2,1,0,0,2,0,0,2,0,1,2,1395,2433,1
2088,0,0,0,0,30,1,2,0,0,0,2,0,0,0,1,0,2,779,1546,0
5789,0,0,0,0,18,1,0,2,1,1,1,1,1,1,2,0,1,329,4022,0
331,0,0,0,0,71,1,0,2,1,1,1,1,1,1,1,1,3,317,1070,0
5452,0,0,1,1,31,1,0,0,2,2,0,0,2,2,1,0,0,1113,2309,0
5103,0,0,1,1,21,1,0,1,2,0,0,0,0,2,1,1,0,1257,1959,0
5338,0,0,1,0,31,0,1,0,2,0,0,2,2,0,2,0,2,617,1048,0
6929,0,0,0,1,18,1,0,2,1,1,1,1,1,1,0,0,1,334,3989,0
4368,0,1,0,0,72,1,0,1,0,0,0,0,2,0,0,1,2,1221,5781,1
4594,0,0,1,1,14,1,0,1,0,2,2,2,2,2,0,1,2,51,1741,1
4816,0,0,1,1,51,1,2,0,2,2,0,2,2,0,1,1,1,1111,3597,0
1710,0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,1256,3566,0
5012,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,335,1863,0
5291,0,0,1,0,65,1,2,1,0,2,2,0,0,0,1,0,1,1328,4757,0
173,0,0,1,0,49,1,0,1,0,0,2,0,2,2,1,1,0,1489,4239,1
858,0,0,1,0,63,1,2,1,2,2,0,2,0,0,1,0,2,1377,4839,0
5183,0,1,1,1,28,1,2,1,0,2,0,0,0,0,0,1,3,1196,2357,1
3524,0,1,0,0,3,1,2,1,0,0,0,0,0,2,0,1,1,1295,6337,1
3321,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,3,407,1217,0
5129,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,3,1242,60,0
3997,0,0,1,0,66,1,0,0,0,2,0,0,0,2,2,1,1,876,3524,0
1952,0,0,1,1,13,1,2,1,0,0,2,2,0,2,0,1,0,1502,1519,0
3311,0,0,0,0,43,0,1,0,2,2,0,0,2,0,0,1,2,605,1734,0
6481,0,0,1,1,45,1,0,1,0,0,0,0,0,0,0,0,1,1018,2781,0
6354,0,0,1,0,58,1,0,1,2,2,0,2,0,2,1,0,0,1466,4817,0
3403,0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,1,342,6102,0
18,0,0,1,1,2,1,0,0,0,0,2,2,0,0,0,0,1,767,4416,1
3691,0,0,1,0,35,1,2,0,0,2,0,0,2,0,1,0,0,910,2283,0
0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,446,2505,0
5573,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1016,5453,1
2174,0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,338,3279,0
1356,0,0,0,0,72,1,2,1,0,0,0,0,0,0,0,1,1,1115,5116,0
6501,0,0,1,0,64,1,2,1,0,2,2,0,2,2,1,1,0,108,5387,0
2826,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,2,585,4856,0
5461,0,0,0,0,59,1,0,0,2,0,0,2,0,2,2,1,3,934,3291,0
5498,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,629,3904,1
5568,0,0,1,0,39,1,2,1,2,2,2,2,0,0,0,1,1,1494,3472,0
4535,0,0,1,1,24,1,2,1,0,0,2,0,2,2,0,1,2,1,2647,1
5108,0,0,0,0,16,1,0,0,0,0,2,0,0,0,0,0,1,674,162,0
816,0,0,0,0,12,1,0,1,0,0,2,0,0,2,0,1,3,1323,1309,1
1572,0,1,0,0,23,1,0,0,0,0,0,0,0,0,0,0,2,609,496,1
4877,0,0,0,0,24,1,0,0,2,2,2,2,2,0,1,0,1,1104,1944,0
2280,0,1,0,0,71,1,2,1,0,0,0,2,2,2,0,1,1,3,6340,0
3893,0,1,0,0,67,1,0,0,0,2,0,0,0,0,0,1,3,706,3580,0
5570,0,0,1,1,31,1,2,1,0,2,2,0,0,2,0,1,2,1495,3062,0
5322,0,0,1,0,19,1,0,0,0,2,2,2,2,2,0,0,0,1242,1703,0
4315,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,1195,5969,1
6077,0,0,1,0,59,1,2,1,2,2,2,2,2,2,2,0,3,247,5437,0
6122,0,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,3,324,2430,0
5835,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,319,4930,0
1159,0,1,1,0,23,1,0,1,0,0,0,0,2,0,0,1,2,1212,1875,1
1213,0,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,0,337,757,0
1325,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1004,5443,1
997,0,1,0,0,34,1,2,1,0,0,0,0,2,2,0,1,2,1478,3617,1
2700,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,2,379,6072,0
1847,0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,1,321,166,0
2796,0,0,1,0,51,1,2,1,2,0,0,0,2,0,0,1,0,1393,4198,0
1455,0,0,1,0,30,1,2,1,2,2,2,2,0,2,2,1,1,115,3281,0
4105,0,0,1,1,64,1,2,1,2,0,0,2,2,2,2,0,1,128,5525,0
3994,0,1,1,0,50,1,2,1,0,2,0,0,2,2,1,1,1,29,4475,1
1644,0,0,0,0,28,1,2,1,2,2,2,0,2,2,0,1,3,184,3106,1
2140,0,0,1,1,27,1,2,1,0,0,0,0,0,2,0,0,1,1322,2385,1
4848,0,0,0,0,45,1,2,1,0,0,0,0,2,2,0,1,3,1470,4102,1
3520,0,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,3,325,2728,0
5684,0,1,1,0,54,1,0,1,2,2,0,2,2,2,1,1,1,104,5048,1
1490,0,1,1,0,63,1,2,0,0,2,2,0,2,0,1,1,0,1036,4007,0
4990,0,0,1,1,56,1,0,0,0,0,0,0,0,0,0,0,3,619,2463,0
1936,0,0,1,0,47,1,0,0,2,2,0,2,0,0,1,1,0,857,2734,0
3793,0,0,0,0,72,1,0,2,1,1,1,1,1,1,0,0,3,338,1429,0
3655,0,0,1,0,26,1,0,2,1,1,1,1,1,1,0,0,0,321,5163,0
1185,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,850,4912,1
193,0,0,1,1,70,1,2,1,2,2,2,0,2,2,2,0,1,182,6076,0
1515,0,0,0,0,36,1,2,0,0,0,2,2,0,2,1,1,2,991,2482,0
2395,0,1,1,0,25,1,2,1,0,0,2,0,2,0,1,1,2,1411,2448,0
6996,0,0,1,1,36,1,0,0,0,2,0,2,0,2,1,1,0,960,2372,1
131,0,0,1,1,18,0,1,0,2,2,2,0,2,2,0,1,1,821,912,1
178,0,0,1,1,7,1,2,1,0,2,2,0,2,2,0,1,0,101,1001,0
3740,0,0,1,1,12,1,0,1,0,0,0,0,0,0,0,1,2,1051,640,0
1811,0,1,0,0,16,1,2,1,0,0,2,0,0,0,0,1,3,1191,1388,0
4508,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,331,3418,0
2580,0,1,0,1,24,1,2,1,0,0,0,2,2,2,0,1,2,25,2570,0
6169,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,607,3749,1
4667,0,0,1,0,13,1,0,2,1,1,1,1,1,1,0,0,0,318,3222,0
4595,0,0,1,1,65,1,2,0,0,2,2,2,2,2,2,0,0,1305,4610,0
2606,0,0,0,0,25,1,2,1,2,2,0,0,2,2,0,0,2,81,2786,0
2221,0,0,1,1,69,1,0,0,2,2,2,2,0,0,2,0,1,913,3807,0
5766,0,0,1,0,16,1,0,0,0,0,0,2,2,0,1,0,0,847,634,0
342,0,0,1,1,63,1,2,0,2,2,2,0,0,0,0,1,0,972,3834,0
6160,0,0,0,0,30,1,2,0,2,0,2,2,2,2,1,1,1,1390,2904,0
2527,0,0,0,0,72,1,2,1,0,0,0,0,0,2,0,1,2,1265,6033,1
727,0,0,1,1,45,1,0,1,0,0,0,0,2,0,0,1,2,1221,3081,0
5542,0,0,1,0,64,1,2,0,0,2,2,2,2,2,2,0,0,1322,4828,0
5023,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1025,5507,1
1928,0,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,324,5251,1
6770,0,0,1,1,34,1,0,1,0,0,0,0,2,0,0,1,3,1182,2588,0
4588,0,0,1,0,27,1,2,1,0,0,2,2,0,2,0,1,1,1492,2604,0
6856,0,0,1,1,54,1,2,2,1,1,1,1,1,1,2,0,1,399,923,0
1299,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,2,590,4080,1
4902,0,0,0,0,17,1,0,0,2,0,0,2,0,0,0,0,1,790,690,0
660,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,3,381,6465,1
1790,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,0,0,1166,6434,1
5143,0,0,1,1,44,1,0,0,2,2,2,2,2,2,1,1,3,1343,3692,0
5969,0,0,0,0,25,1,0,1,2,0,2,2,0,0,0,0,2,1350,2368,0
1085,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,2,1097,6425,1
694,0,1,0,0,15,1,0,2,1,1,1,1,1,1,1,1,3,334,3562,0
4753,0,0,1,1,34,1,0,1,0,0,0,0,0,2,0,0,2,1221,2622,1
1621,0,0,0,0,29,1,2,1,0,0,0,0,2,0,0,1,2,1328,2633,1
4091,0,0,0,0,13,1,2,0,0,2,0,2,0,2,0,1,1,997,669,0
3944,0,0,1,1,72,1,0,2,1,1,1,1,1,1,1,0,3,338,1226,0
2561,0,0,1,1,69,1,2,1,2,2,2,0,2,0,2,1,1,1565,5550,0
4920,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,335,706,0
4766,0,0,0,0,69,1,2,1,2,2,2,2,2,2,2,1,1,236,6011,0
67,0,0,0,0,25,1,0,0,0,2,2,2,2,2,2,0,3,1188,2143,0
