,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
358,1,1,1,0,20,0,1,0,2,0,0,0,0,0,0,0,1,461,6040,1
138,1,0,0,1,53,1,0,2,1,1,1,1,1,1,2,1,3,325,319,0
382,1,1,1,1,70,0,1,0,2,2,2,2,2,2,2,1,0,928,4002,0
5602,1,0,0,0,56,1,0,0,2,0,2,2,2,2,2,1,3,1209,4180,0
6781,1,0,0,1,23,1,0,1,0,0,0,0,0,0,0,0,2,1012,1822,1
4870,1,0,0,1,43,1,2,0,2,2,2,0,0,0,1,1,0,920,2637,0
5692,1,0,1,1,72,1,0,0,0,2,0,2,0,0,0,0,3,759,3848,0
4839,1,1,0,0,67,1,2,1,0,0,0,0,0,0,0,0,3,1086,4528,1
4053,1,1,0,0,3,1,2,0,2,2,0,0,0,0,0,0,0,852,5279,0
2721,1,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,1189,5987,1
1932,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,337,1610,0
3560,1,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,3,587,2408,0
6364,1,0,0,1,20,1,2,2,1,1,1,1,1,1,2,1,1,413,5949,0
6495,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1012,5449,1
3055,1,0,0,1,44,1,2,1,0,0,0,0,0,0,0,0,1,1115,3170,1
6016,1,0,0,0,65,1,2,1,0,2,2,2,2,2,1,0,2,159,5614,1
796,1,0,0,0,25,1,2,1,0,0,0,2,0,0,1,0,1,1238,2201,0
2416,1,0,0,0,20,1,2,1,0,0,2,0,2,2,1,1,0,10,2326,0
2248,1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,1,0,752,1040,0
5146,1,0,0,1,3,1,2,1,0,0,0,0,0,2,0,0,2,1323,6312,0
3158,1,0,1,0,10,1,0,0,0,0,2,0,0,0,0,1,3,671,6280,1
3682,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1001,5440,1
5080,1,0,1,0,64,1,2,1,0,2,2,0,0,2,2,1,2,1455,5134,0
910,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,1069,5428,1
2309,1,0,0,0,53,1,2,1,0,0,0,2,2,0,2,1,1,1406,4380,0
3634,1,1,0,0,70,1,2,1,2,2,2,2,2,2,2,0,0,246,5932,0
5307,1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,2,1399,6322,0
4511,1,0,0,1,9,1,0,0,0,2,2,2,2,2,1,0,2,1221,828,0
1178,1,0,0,0,7,1,0,1,0,0,2,2,2,2,0,1,2,26,993,1
5747,1,0,1,0,26,1,2,0,2,0,0,2,2,0,1,1,1,1068,1968,0
6794,1,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,324,6277,0
3650,1,1,0,0,69,1,2,2,1,1,1,1,1,1,2,1,3,389,1292,0
1457,1,0,1,0,37,1,2,1,0,0,2,2,2,2,1,1,2,156,3896,0
1054,1,0,1,0,35,1,2,1,0,0,0,0,2,2,0,1,0,1533,3195,1
4163,1,0,1,0,62,1,2,0,2,2,2,0,0,0,1,0,1,968,3669,0
1415,1,0,0,0,61,1,0,1,2,2,0,0,2,2,1,1,1,6,5271,0
2372,1,0,1,1,69,1,2,0,2,2,2,2,2,2,2,0,1,1403,5080,0
4974,1,0,0,0,23,0,1,0,0,2,0,2,0,0,0,1,3,519,159,1
1829,1,0,0,0,71,1,2,1,0,0,0,0,0,0,0,1,2,1108,4721,0
6838,1,0,0,0,5,1,2,1,0,0,0,2,2,2,0,1,3,1565,554,1
4568,1,0,0,0,19,1,0,1,0,2,2,2,0,0,1,1,2,1303,1799,0
1502,1,0,1,0,44,1,2,0,2,0,0,0,0,0,1,1,2,770,2282,0
5669,1,1,1,0,38,1,0,1,0,2,2,0,2,2,1,1,0,11,3665,0
1450,1,0,1,1,71,1,0,2,1,1,1,1,1,1,0,1,3,320,939,0
2011,1,0,1,1,49,1,2,0,2,0,2,2,2,2,0,0,2,1313,3920,0
3515,1,0,0,0,9,1,0,0,2,2,0,0,0,0,0,1,1,773,6406,0
4781,1,0,0,0,49,1,0,2,1,1,1,1,1,1,2,0,1,323,98,0
5953,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,694,4233,0
5677,1,0,1,0,35,1,0,1,0,2,2,0,0,0,1,0,2,1220,2725,0
5153,1,1,1,0,36,1,0,1,0,2,0,0,2,2,0,1,2,1483,3298,0
6,1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,1,1379,1550,0
3739,1,0,0,0,17,1,2,2,1,1,1,1,1,1,1,0,2,388,4856,0
2487,1,0,0,0,17,1,0,0,2,2,0,2,0,0,0,0,0,856,814,0
678,1,0,0,0,23,1,2,1,0,2,2,0,2,2,0,0,3,149,2722,0
1943,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,676,4145,0
6037,1,1,0,0,60,1,2,1,2,2,2,0,2,2,0,1,0,176,5536,0
5954,1,0,0,0,13,0,1,0,2,2,2,2,2,0,0,1,1,763,308,0
2607,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1014,5451,1
6416,1,0,0,0,64,0,1,0,2,0,0,2,2,0,2,0,2,587,2695,0
4502,1,0,0,0,51,1,2,1,0,0,0,0,2,2,0,1,2,1527,4418,1
6476,1,0,1,1,49,1,2,0,2,2,0,2,0,0,1,0,0,915,3026,0
4607,1,0,0,1,1,1,0,0,0,0,0,2,0,2,0,1,3,838,4844,0
2242,1,0,1,1,39,1,2,2,1,1,1,1,1,1,1,0,2,393,32,0
1474,1,0,1,1,40,1,2,1,0,2,2,0,0,2,0,1,0,1511,3783,0
1889,1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,3,466,3582,0
3435,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,1,1,1044,1021,0
4367,1,1,1,0,30,1,0,0,0,0,2,2,0,0,1,0,1,745,1600,0
2021,1,0,1,1,59,1,0,1,2,2,2,2,2,2,2,0,3,153,5393,0
5962,1,0,1,0,8,1,0,1,2,2,0,0,0,0,0,0,0,1219,586,0
2467,1,0,1,1,44,1,2,1,0,0,0,2,2,2,1,1,2,1545,4169,0
5380,1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,1209,811,1
1130,1,0,1,1,19,1,0,2,1,1,1,1,1,1,2,1,1,316,4329,0
1461,1,0,1,0,15,1,2,1,2,0,0,2,2,0,0,0,1,1510,1869,0
5482,1,0,1,1,27,1,0,0,0,0,2,2,2,2,1,1,3,1089,2051,1
6372,1,0,1,1,34,1,0,2,1,1,1,1,1,1,2,0,1,323,6469,0
3365,1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,326,3099,0
6995,1,0,0,1,53,1,2,0,2,2,2,2,2,2,2,0,3,1388,4245,0
4302,1,0,0,0,47,1,0,1,2,0,0,0,2,0,1,0,3,1326,3638,0
3350,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,592,3737,1
2968,1,0,0,0,23,1,0,1,0,2,2,0,0,2,0,0,2,1405,2331,0
222,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,337,1610,0
48,1,0,0,0,48,1,2,0,2,0,0,2,2,2,2,1,1,1199,3599,0
573,1,0,1,0,52,1,2,1,0,2,0,0,2,2,1,0,1,6,4650,1
1236,1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,1149,1918,1
3382,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,1,407,1439,0
2282,1,1,1,1,63,1,2,1,0,0,2,0,2,2,0,1,1,1575,5391,1
4767,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,330,1491,0
1104,1,0,0,0,37,1,0,2,1,1,1,1,1,1,1,1,3,324,6168,0
2305,1,0,1,1,28,1,2,1,0,2,0,0,2,2,0,1,0,1540,2955,0
6182,1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,0,1,1371,5208,0
3585,1,1,1,0,28,1,0,1,2,0,0,2,2,0,1,0,3,1400,2718,0
4128,1,0,0,0,53,0,1,0,0,2,0,0,2,0,0,1,2,534,1743,1
5003,1,0,1,1,3,1,2,1,0,0,0,0,0,0,0,1,2,1098,6156,1
6158,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,1,2,326,2696,0
1563,1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,2,1006,2260,0
5998,1,0,1,0,43,1,0,2,1,1,1,1,1,1,2,1,3,334,75,0
2760,1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,1,346,4877,0
209,1,0,1,0,61,1,0,1,0,2,2,2,2,2,1,1,1,45,5291,0
1289,1,0,0,0,60,1,2,0,2,2,2,2,0,0,1,0,0,995,3504,0
6761,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,331,1492,0
1842,1,0,0,0,40,1,0,0,2,0,2,0,2,2,0,1,2,1130,2848,0
104,1,0,1,0,65,1,2,1,0,2,2,2,2,2,2,1,0,188,5833,1
958,1,0,0,0,18,1,2,0,2,2,2,2,0,2,0,0,0,1239,1660,0
1793,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,391,1294,0
2702,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,589,3734,0
3826,1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,403,0,0
4618,1,1,0,0,34,1,0,1,0,0,2,0,2,2,0,1,2,1487,3601,0
2459,1,0,0,0,71,1,0,2,1,1,1,1,1,1,0,1,1,342,1085,0
1774,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,655,4053,0
4947,1,0,0,0,19,1,2,1,0,0,2,0,2,2,0,1,2,1553,2176,1
2686,1,1,0,0,11,1,2,1,0,0,2,0,0,0,0,1,2,1201,871,1
5939,1,0,0,0,10,0,1,0,2,0,2,0,0,0,0,0,3,474,4569,0
5715,1,0,0,0,26,1,2,1,2,2,0,2,2,2,0,1,1,153,2973,1
5013,1,1,0,0,16,0,1,0,0,0,0,0,0,2,0,1,0,488,5860,0
2897,1,0,0,0,38,1,2,2,1,1,1,1,1,1,2,0,0,424,212,0
4997,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,1,2,603,6394,1
5417,1,0,1,1,6,1,0,0,2,2,0,0,0,2,2,1,0,875,6082,0
5377,1,0,0,0,34,1,0,0,0,0,0,2,2,0,0,1,2,873,2134,0
2478,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,3,600,1828,0
1366,1,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,1311,6079,1
6758,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,321,3910,0
6139,1,0,0,1,23,1,0,2,1,1,1,1,1,1,0,0,0,337,4231,0
4404,1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,2,1388,1802,0
2492,1,0,1,0,5,0,1,0,2,0,0,2,2,2,0,1,2,752,5549,1
4204,1,1,0,0,45,1,0,1,0,2,0,0,0,2,0,1,2,1310,3483,0
2036,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,1097,5717,0
5518,1,0,1,1,24,1,2,1,2,2,0,0,2,0,0,1,2,1480,2451,1
6714,1,0,0,0,5,1,2,1,0,0,0,2,2,2,0,0,2,15,575,0
5310,1,0,1,0,38,1,2,0,2,2,0,2,0,0,0,0,0,956,2510,0
3628,1,0,0,0,72,1,0,0,2,0,2,2,2,0,0,1,3,1009,5224,0
5235,1,0,0,0,72,1,2,1,2,0,0,0,0,0,0,1,2,1227,5928,0
6471,1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,0,334,2986,0
4237,1,0,0,0,45,1,0,0,0,0,2,0,2,2,0,1,2,1020,2993,1
396,1,1,1,0,27,1,2,1,2,0,2,2,2,2,0,1,0,186,3188,0
3112,1,0,1,0,70,1,2,1,2,2,0,2,0,2,2,1,0,11,5682,0
182,1,0,0,0,71,1,2,1,0,0,0,0,0,2,0,0,0,1289,5278,1
1812,1,0,1,0,9,1,0,1,0,0,2,0,2,2,1,1,0,1524,1039,0
5752,1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,1,0,416,1336,0
1800,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,586,3660,0
2429,1,1,1,0,55,1,0,1,2,2,2,0,0,0,1,1,1,1259,4153,0
4707,1,0,0,1,44,1,2,1,2,2,2,0,2,2,1,1,1,173,4423,0
6084,1,0,1,0,30,1,2,1,0,0,0,0,2,2,0,1,0,1492,2981,0
1830,1,0,0,1,26,1,0,2,1,1,1,1,1,1,2,0,3,343,5481,0
601,1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,332,3979,0
6550,1,0,1,0,14,1,2,1,0,0,2,2,2,2,0,1,2,116,1883,1
5050,1,0,1,0,63,1,2,1,2,0,2,0,2,2,2,1,1,115,5489,1
554,1,0,0,0,26,1,2,1,0,2,0,0,0,0,0,1,0,1211,2245,1
880,1,0,0,0,2,1,0,1,2,2,2,2,2,2,0,1,2,190,83,1
4316,1,0,0,0,66,1,2,0,2,2,2,2,2,2,2,0,3,1410,5110,0
700,1,0,1,1,63,1,2,0,0,0,2,0,2,0,2,1,0,901,3579,0
5044,1,0,1,0,15,1,0,1,2,2,0,2,2,2,0,1,2,86,1795,0
5168,1,0,0,0,72,1,0,1,0,0,0,0,0,2,0,1,2,1220,5591,1
6658,1,1,0,0,20,1,2,1,0,2,0,0,0,0,0,1,2,1233,1749,1
866,1,0,1,0,59,0,1,0,0,0,0,2,2,0,2,1,0,529,1971,0
5382,1,0,1,1,52,0,1,0,2,2,0,2,2,0,1,1,3,717,2491,0
4421,1,0,1,0,28,1,2,1,0,2,0,0,0,2,0,0,3,1374,2598,0
4504,1,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,1,336,5935,0
729,1,0,0,0,62,1,2,0,0,2,2,2,0,2,2,1,1,1095,4061,0
4669,1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,342,82,0
779,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,2,616,6301,1
2620,1,0,0,0,10,1,0,0,2,0,2,2,2,0,0,1,2,986,545,0
6567,1,0,0,0,7,1,2,1,2,0,0,0,2,2,0,1,2,1579,1015,0
6071,1,0,1,1,70,1,2,1,2,0,2,0,2,2,2,1,0,105,5794,0
3333,1,0,0,1,4,1,0,2,1,1,1,1,1,1,2,0,0,320,1747,0
1110,1,0,0,0,57,0,1,0,2,2,2,0,0,0,2,0,0,540,2073,0
5718,1,0,0,0,56,1,0,1,0,0,0,0,2,0,0,1,1,1214,3927,1
6292,1,0,1,1,33,1,2,1,0,0,2,0,2,2,1,0,2,0,3282,0
2998,1,0,0,0,12,1,0,1,0,2,0,0,0,0,0,1,2,1106,812,0
2394,1,0,0,0,69,1,2,1,0,2,0,0,0,0,1,1,1,1185,4606,0
2007,1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,2,1208,1357,1
5627,1,1,1,0,67,1,2,1,0,0,0,0,0,0,0,1,2,1108,4091,0
578,1,1,1,0,29,1,2,1,2,2,0,0,0,2,0,1,2,1483,2920,0
2123,1,0,0,0,25,1,2,1,0,2,0,0,0,0,0,1,2,1213,2077,0
1429,1,0,1,1,40,1,2,2,1,1,1,1,1,1,2,0,3,385,172,0
771,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,1459,825,1
2587,1,0,0,1,20,1,0,2,1,1,1,1,1,1,1,0,1,334,4586,0
1846,1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,309,2414,0
6734,1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,685,4865,1
6992,1,0,1,1,69,1,2,1,0,2,0,0,2,2,1,0,0,11,5583,0
2652,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,774,4565,0
2073,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,331,2444,0
658,1,0,1,1,12,1,0,2,1,1,1,1,1,1,1,0,3,330,3036,1
1896,1,0,0,0,32,1,2,0,2,2,2,2,0,0,0,0,2,1018,2307,0
6555,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,326,3500,0
3659,1,0,1,0,64,1,2,1,2,2,2,0,2,2,1,0,1,186,5686,0
6659,1,0,1,0,70,1,2,0,2,2,2,2,2,2,2,0,1,1441,5328,0
2379,1,1,1,0,26,1,2,1,0,2,2,0,2,2,0,0,0,121,3052,1
1447,1,0,0,1,34,1,2,1,0,0,0,2,0,0,0,0,1,1220,2881,1
3372,1,1,0,0,53,1,2,1,0,2,0,2,2,2,0,1,0,92,4849,0
6204,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,399,2876,0
976,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1017,5454,1
4025,1,0,0,0,34,1,0,1,0,0,2,0,0,0,0,1,0,1107,2794,1
3516,1,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,2,577,419,1
4279,1,0,1,1,18,1,2,2,1,1,1,1,1,1,0,1,0,404,4535,0
3755,1,0,0,0,34,1,2,1,0,0,0,0,0,0,0,1,2,1132,2763,1
6759,1,1,1,0,47,1,2,1,2,0,2,0,0,2,1,1,0,1465,4084,0
3940,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,399,3960,0
6466,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,3,1094,698,0
1492,1,1,0,0,11,1,2,1,0,2,0,0,2,0,0,1,2,1361,1297,1
4730,1,1,0,0,25,1,2,1,0,0,2,2,2,0,0,1,0,1523,2483,0
493,1,1,1,0,58,1,2,0,0,2,0,0,0,2,1,0,0,913,3347,0
3647,1,1,0,0,71,1,0,1,0,0,0,0,0,0,0,1,2,1013,4722,0
4949,1,0,0,0,45,0,1,0,0,2,0,0,2,2,0,1,3,700,2652,1
2315,1,0,1,1,29,1,2,0,0,0,0,2,2,2,1,1,0,1080,2317,0
6537,1,0,1,0,68,1,2,1,2,2,2,2,2,2,1,0,1,272,6000,1
6482,1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,28,21,1
6640,1,0,1,1,21,0,1,0,2,0,2,2,2,0,1,0,3,696,696,0
6464,1,1,0,0,46,1,2,0,2,2,0,0,2,0,0,1,0,1026,2989,0
1278,1,0,1,1,30,0,1,0,2,0,2,2,2,2,1,0,1,861,1868,0
3198,1,0,1,0,35,1,2,1,0,2,2,0,2,2,1,1,0,114,3569,0
4966,1,0,1,1,11,1,2,0,0,0,0,0,0,0,0,0,1,682,6348,0
3708,1,0,0,0,3,1,0,2,1,1,1,1,1,1,2,0,3,341,1946,0
5593,1,0,1,0,25,1,0,0,2,2,2,2,0,2,1,1,1,1121,2072,0
4955,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1007,5445,1
4539,1,0,1,1,64,1,2,0,2,0,2,0,2,2,2,1,2,1198,4425,1
5545,1,1,1,0,14,1,0,1,0,0,2,0,2,0,0,0,0,1330,1421,0
1677,1,0,1,1,56,1,2,2,1,1,1,1,1,1,2,0,3,404,956,0
3447,1,0,0,0,33,1,2,1,0,2,0,0,0,0,1,0,1,1232,2798,0
4165,1,0,0,0,56,1,2,1,0,0,0,2,0,2,0,1,0,1356,4372,0
5460,1,0,1,0,28,1,0,2,1,1,1,1,1,1,2,0,1,334,5369,0
2723,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,343,3441,0
6275,1,0,0,0,59,1,2,0,2,2,2,2,0,0,2,0,0,1007,3614,0
5996,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,0,330,463,0
1143,1,0,1,0,10,1,2,0,0,2,0,0,0,0,0,0,1,799,147,0
4161,1,1,0,0,12,1,0,0,0,0,2,0,0,0,0,0,3,679,134,0
786,1,0,1,1,70,1,2,0,2,0,0,0,0,0,2,0,0,769,3402,0
4705,1,0,0,0,56,1,0,1,2,2,0,0,0,0,0,1,2,1183,4188,0
1659,1,0,1,1,65,1,2,0,0,2,0,2,0,2,2,0,1,1035,4099,0
5111,1,1,0,0,42,1,0,1,2,0,0,0,0,2,0,0,3,1309,3459,1
3789,1,0,0,0,72,1,0,2,1,1,1,1,1,1,0,0,3,330,1310,0
2220,1,0,1,0,70,1,0,0,2,2,0,2,2,2,2,1,0,1191,4750,0
3784,1,1,0,0,29,1,2,1,0,0,2,0,2,2,0,1,2,27,3027,1
4272,1,0,1,0,52,1,2,2,1,1,1,1,1,1,2,1,1,399,593,1
4639,1,1,0,0,19,1,2,1,0,0,0,0,2,2,0,1,2,1464,2048,0
4088,1,0,0,0,67,1,2,1,0,0,0,0,0,0,0,0,2,1083,4356,1
1967,1,0,0,0,66,1,2,0,2,2,2,2,0,2,1,1,1,1176,4468,1
6829,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,325,454,0
423,1,0,1,1,39,1,2,2,1,1,1,1,1,1,1,0,3,410,214,0
6097,1,0,1,1,70,1,2,0,2,2,2,2,0,2,2,0,1,1224,4749,0
1904,1,0,0,0,52,1,2,1,0,2,0,2,0,2,0,1,2,1481,4314,1
3917,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1001,5440,1
3618,1,0,1,1,42,1,2,0,0,2,0,0,0,0,0,0,2,748,2192,0
839,1,0,0,0,39,1,0,2,1,1,1,1,1,1,2,0,1,341,6336,0
4442,1,0,0,0,23,1,0,1,0,0,0,0,2,0,0,1,2,1174,2064,1
5814,1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,1,345,2866,0
1377,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,0,0,1248,4794,0
1138,1,0,1,1,3,1,2,0,2,0,0,0,2,0,0,1,0,935,5634,0
459,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1113,5768,0
6435,1,0,1,1,48,0,1,0,0,2,2,2,2,0,2,0,3,684,2212,0
948,1,1,0,0,29,1,2,1,0,0,2,0,2,2,0,1,2,1566,2939,1
3700,1,0,0,1,13,1,0,2,1,1,1,1,1,1,0,1,2,321,3218,1
5604,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,1035,378,0
1602,1,0,0,0,24,1,0,1,0,0,0,0,2,2,0,1,2,1402,2395,1
639,1,0,1,0,2,1,2,1,0,0,0,0,0,2,0,1,2,1304,6228,1
3830,1,0,1,0,34,1,2,1,0,2,0,0,2,2,0,1,2,4,3591,1
2295,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,399,2150,1
6914,1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,55,3754,1
2940,1,1,0,0,49,0,1,0,0,2,2,0,2,2,0,1,2,752,2465,1
4518,1,1,0,0,71,1,2,1,0,0,2,0,0,0,0,1,2,1229,4815,1
6458,1,0,1,1,56,1,0,0,2,0,0,0,0,0,0,1,2,663,2548,0
5218,1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,1,3,327,0,0
1698,1,0,1,1,69,1,2,1,0,2,0,2,0,0,2,1,2,1295,5021,0
6622,1,0,0,0,12,1,2,0,0,0,0,0,0,2,0,0,0,885,335,1
3831,1,1,1,0,18,1,2,1,2,0,0,0,0,2,1,1,2,1378,1791,1
6403,1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,0,287,6153,0
1821,1,1,1,0,26,1,2,1,0,0,0,0,0,2,0,0,2,1305,2317,1
587,1,0,1,1,45,1,0,2,1,1,1,1,1,1,1,0,3,335,6208,0
6408,1,0,0,0,66,1,2,1,0,0,2,2,2,2,2,1,0,124,5693,1
4457,1,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,0,1111,1025,0
6086,1,0,1,0,58,1,2,0,2,0,2,0,0,2,2,1,3,1017,3608,0
1395,1,0,1,0,36,1,2,0,0,0,2,0,2,2,1,1,2,1072,2599,1
3547,1,1,1,0,68,1,2,0,2,2,2,2,2,2,2,0,1,1398,5119,0
4386,1,0,1,1,51,1,0,0,2,2,0,2,0,0,2,0,0,807,2648,1
6425,1,0,1,1,48,0,1,0,2,0,2,0,0,2,1,0,0,594,1913,0
6043,1,0,0,0,23,0,1,0,0,0,2,0,2,0,0,1,3,549,551,1
5841,1,1,0,0,68,0,1,0,0,0,0,0,2,2,1,1,2,614,2840,1
5082,1,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,329,3037,0
246,1,0,0,0,36,1,2,0,0,0,2,0,0,2,1,0,3,932,2187,0
4339,1,0,1,0,32,1,2,0,0,0,2,2,0,2,1,0,1,999,2321,0
3604,1,0,1,1,32,1,0,2,1,1,1,1,1,1,0,0,2,325,5609,0
4896,1,0,0,0,17,1,0,0,0,0,2,0,0,0,0,1,3,674,313,0
3958,1,0,1,0,8,1,2,1,0,0,0,0,0,0,0,1,0,1088,517,1
1781,1,1,1,0,57,1,2,1,0,2,2,0,2,2,1,1,2,81,5122,0
687,1,1,0,0,12,1,0,0,2,0,0,0,0,0,0,1,2,665,6343,1
612,1,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,3,344,647,0
3200,1,0,1,0,50,1,2,1,0,2,2,0,2,2,0,1,2,80,4415,1
6751,1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,0,3,326,54,0
5344,1,0,0,1,69,1,0,0,2,2,2,2,2,0,2,1,1,1148,4588,0
4441,1,0,1,0,37,1,0,2,1,1,1,1,1,1,2,0,2,338,6161,0
2924,1,0,0,0,3,1,0,1,0,2,0,0,0,0,0,1,2,1102,6107,1
2285,1,0,1,0,49,1,2,1,2,0,2,0,0,2,0,0,2,1470,4258,1
1814,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,327,2234,0
2274,1,0,1,1,16,1,0,1,2,0,0,2,2,2,0,1,2,1582,1967,1
1067,1,0,1,0,17,1,0,1,2,0,0,2,0,2,0,1,2,1382,1846,0
1991,1,0,1,1,40,1,2,0,0,2,2,0,2,2,1,0,1,1179,3119,0
3970,1,0,1,1,37,1,0,0,2,0,0,2,0,2,1,0,1,906,2401,0
6908,1,0,0,1,72,1,0,0,0,0,0,0,2,0,0,0,2,770,3806,1
6836,1,1,1,0,56,1,0,1,0,2,0,0,0,2,0,1,2,1283,4348,1
1749,1,1,0,0,48,1,2,1,0,2,2,2,2,2,0,1,2,202,4807,0
2791,1,0,0,0,53,1,0,0,2,0,2,0,2,2,2,1,0,1098,3673,0
1091,1,0,0,0,22,1,0,0,0,0,2,2,2,2,1,1,0,1118,1878,0
2608,1,0,1,1,67,0,1,0,2,0,0,2,0,0,0,1,2,485,2415,1
1727,1,0,0,0,25,1,2,0,0,2,0,2,2,0,0,1,2,1040,1780,0
610,1,0,1,1,72,0,1,0,0,2,0,0,0,0,0,1,2,448,2129,1
343,1,0,0,0,60,1,0,2,1,1,1,1,1,1,1,0,3,343,596,0
5488,1,1,1,0,40,1,2,1,0,2,2,2,2,0,1,1,0,1560,3852,0
3215,1,0,1,0,36,1,2,1,0,2,0,0,0,0,0,1,2,1209,2978,0
97,1,0,0,0,45,1,0,2,1,1,1,1,1,1,0,0,3,354,252,1
4409,1,1,1,0,69,0,1,0,2,2,2,2,0,0,2,0,1,635,2911,0
3588,1,0,1,0,72,1,2,0,0,2,2,0,0,2,0,1,1,1000,5226,0
1517,1,0,1,0,52,1,2,1,2,0,0,0,2,2,1,1,2,11,4580,0
3669,1,0,0,0,39,1,2,1,2,2,2,0,2,2,0,1,2,215,4165,0
6398,1,0,1,1,69,1,2,1,0,2,2,0,2,2,2,1,0,114,5881,1
5843,1,1,1,0,29,1,2,1,0,0,2,0,0,0,1,1,0,1236,2440,0
